Unnamed: 0;DraftId;formula_id;flagFC;flagEF;flagCKB;Amount;ActivityType;Education;Gender;LoanPurpose;MaritalStatus;MonthlyIncome;Post
6410;a886959e-1d0f-4e68-87de-4eca9d7abbf0;55;1;1;0;6000.0;наука и образование;среднее специальное;2;покупка бытовой техники и электроники;1.0;32500.0;служащий / специалист
6415;df419627-ddba-4945-b3cb-7f7423c84bf3;55;1;1;0;3000.0;торговля;среднее;1;ежедневные расходы;0.0;30000.0;рабочий
6416;1bc679ee-d53f-499f-9884-82b5c6bef574;55;1;1;0;6000.0;;среднее;2;медицинские услуги;3.0;25000.0;
6423;61ac22af-94e3-40d2-a73a-f5aaa1ebf37f;53;1;0;0;6000.0;финансы, банки, страхование, консалтинг;среднее специальное;2;ремонт дома или автомобиля;0.0;35000.0;рабочий
6424;01735806-fb9b-4c35-9a14-244df2b872b6;55;1;1;0;6000.0;строительство и недвижимость;высшее;1;непредвиденные расходы;0.0;90000.0;служащий / специалист
6429;f8ba8044-d45e-4484-9ff6-daff59cdfa7f;55;1;1;0;5000.0;сервис и услуги;среднее специальное;1;ежедневные расходы;0.0;45000.0;начальник / руководитель
6437;872f6a0a-b21c-47e6-a99c-ec5ce6a09f6f;55;1;1;0;3600.0;армия;неполное среднее;1;подарки;0.0;35000.0;рядовой
6444;e71b2f12-c015-4548-bb77-57c10d434f10;54;1;1;0;6000.0;сервис и услуги;неполное высшее;1;непредвиденные расходы;0.0;30000.0;служащий / специалист
6445;0bafbdf1-4116-466a-8c4c-2dc1d7f13a56;54;1;1;0;6000.0;;среднее;2;ремонт дома или автомобиля;1.0;30000.0;
6446;2e5bbfc0-15ae-4d05-a6ee-b807ac1754dd;55;1;1;0;6600.0;;среднее;2;ремонт дома или автомобиля;1.0;30000.0;
6451;9d3d54eb-960a-457d-8102-84abaa9dadfc;55;1;1;0;6000.0;промышленность;среднее специальное;2;непредвиденные расходы;1.0;35000.0;рабочий
6452;b39e23cf-72ba-4256-ba42-eb714fab307b;55;1;1;0;6000.0;;высшее;1;непредвиденные расходы;3.0;56000.0;
6453;66f43fd0-5ebe-42cd-952d-04ed2fab9bcb;55;1;1;0;4000.0;государственная служба;высшее;2;медицинские услуги;1.0;77000.0;служащий / специалист
6454;5b16b13e-ea5e-4ca6-bee1-375ab68d9b62;54;1;1;0;6000.0;государственная служба;высшее;2;медицинские услуги;1.0;77000.0;служащий / специалист
6455;78f7f178-619c-49fe-ace6-dc47c6c8cbe1;55;0;1;0;5000.0;государственная служба;высшее;2;медицинские услуги;1.0;77000.0;служащий / специалист
6457;4b158250-eb86-4eb3-ac1d-3a57986baff7;55;1;1;0;6000.0;охранная деятельность;среднее;1;медицинские услуги;0.0;46000.0;служащий / специалист
6460;fd47e8e7-40e5-482c-b0c9-72adec5a8424;55;1;1;0;6600.0;торговля;среднее специальное;2;медицинские услуги;3.0;57000.0;рабочий
6461;5b9dc1c1-db15-4e7c-8b8d-68c5c3d50027;55;1;1;0;6000.0;промышленность;среднее специальное;1;ремонт дома или автомобиля;0.0;60000.0;рабочий
6462;49428879-1a21-43ef-b2c3-0b26eedff0bb;55;1;1;0;6000.0;промышленность;высшее;1;образование;0.0;65000.0;начальник / руководитель
6466;580d6fb7-534c-4a76-9f79-431984ec3546;54;1;1;0;6600.0;промышленность;высшее;1;ремонт дома или автомобиля;1.0;70000.0;водитель
6470;d2548280-44df-43eb-8cd0-ea6e783a63cd;54;1;1;0;6600.0;сервис и услуги;неполное высшее;2;ремонт дома или автомобиля;1.0;35000.0;рабочий
6472;9b6b903c-9cb3-4e72-800e-220e0e1f4191;54;1;1;0;6000.0;информационные технологии/телекоммуникации;высшее;1;непредвиденные расходы;0.0;50000.0;служащий / специалист
6473;9f76e09d-4056-44b8-91ee-b7919b08b7b2;55;1;1;0;3000.0;транспорт;неполное высшее;1;ремонт дома или автомобиля;0.0;50000.0;водитель
6474;ab3db74c-2d09-43ca-9043-da77bbd95130;55;1;1;0;6000.0;финансы, банки, страхование, консалтинг;среднее;2;непредвиденные расходы;1.0;26000.0;служащий / специалист
6475;6b10d795-49dd-4ea3-92ef-d83422c2bb14;55;1;1;0;6000.0;финансы, банки, страхование, консалтинг;среднее;2;непредвиденные расходы;1.0;26000.0;служащий / специалист
6481;00464fde-59d3-4822-aa8e-d0207ec7a234;53;1;1;0;3000.0;;среднее специальное;2;медицинские услуги;0.0;25000.0;
6482;620b05c1-642e-47cb-af26-36626c52dfe4;54;1;1;0;6000.0;торговля;высшее;2;непредвиденные расходы;1.0;25000.0;служащий / специалист
6483;59b799c9-7c4e-460a-b9cd-2d044ced4964;55;1;1;0;6000.0;государственная служба;среднее специальное;1;медицинские услуги;3.0;50000.0;служащий / специалист
6486;18440de8-24cf-41ee-be18-edd3d1c99e45;55;1;1;0;6000.0;торговля;неполное среднее;1;непредвиденные расходы;0.0;24000.0;служащий / специалист
6487;9c3687dd-786b-404d-832f-9ab9036d72ad;55;1;1;0;6000.0;торговля;среднее специальное;2;другое;1.0;26000.0;рабочий
6488;7aca088e-d186-4999-8187-cf76931ee481;55;1;1;0;6000.0;торговля;среднее специальное;2;другое;1.0;26000.0;рабочий
6490;e0d8ea94-30f9-4346-9d67-c8139dbef635;54;1;1;0;6000.0;финансы, банки, страхование, консалтинг;среднее специальное;2;непредвиденные расходы;0.0;50000.0;служащий / специалист
6491;65fa560f-7810-4bbd-b089-ecba3fec5b7d;54;1;1;0;6000.0;;среднее специальное;2;другое;0.0;30000.0;
6494;4dc199cd-01e0-413f-bcd9-55e66343f9e2;54;1;1;0;6000.0;сервис и услуги;среднее специальное;1;непредвиденные расходы;0.0;40000.0;рабочий
6495;a83936a8-7449-43d0-8691-8c7dcccea67f;55;1;1;0;6000.0;строительство и недвижимость;высшее;1;ежедневные расходы;0.0;30000.0;рабочий
6496;38cb49c9-ca19-4ece-b0a9-acb75ef95e21;54;1;1;0;6000.0;строительство и недвижимость;высшее;1;ежедневные расходы;0.0;30000.0;рабочий
6501;e349437e-1f64-42d0-841f-304daf5d85c1;55;1;1;0;6000.0;торговля;среднее;1;непредвиденные расходы;3.0;52000.0;начальник / руководитель
6502;831166e5-88d6-4a95-9025-4fc1b1d2a5dd;55;1;1;0;6000.0;торговля;среднее;1;непредвиденные расходы;3.0;52000.0;начальник / руководитель
6507;965aafe4-bca0-47d5-9b02-e47f0a625d8e;55;1;1;0;6000.0;сервис и услуги;среднее специальное;1;ремонт дома или автомобиля;0.0;20000.0;рабочий
6509;735270a4-580d-4f48-bf26-e8856525238f;54;1;1;0;6000.0;торговля;среднее специальное;2;подарки;3.0;60000.0;служащий / специалист
6510;1d7072fe-3481-4fa3-ab52-e560e0832101;55;1;1;0;6000.0;промышленность;высшее;1;медицинские услуги;0.0;38000.0;рабочий
6512;4c46ca66-a9c3-482f-94a5-3232f9cb246a;55;1;1;0;6000.0;наука и образование;среднее специальное;2;непредвиденные расходы;1.0;23600.0;служащий / специалист
6513;be6387be-9200-49f3-a619-648610884eb8;55;1;1;0;6000.0;наука и образование;среднее специальное;2;непредвиденные расходы;1.0;23600.0;служащий / специалист
6515;cf728f27-d69d-4eee-8ee1-240e0e86ca07;53;1;1;0;6000.0;сервис и услуги;высшее;1;непредвиденные расходы;0.0;43000.0;служащий / специалист
6522;49869c23-f875-4a64-b8e0-03cad717f8b9;54;1;1;0;6600.0;;среднее специальное;2;непредвиденные расходы;0.0;32000.0;
6524;1c48b78c-672f-48fe-b7a5-b589b8a32e96;54;1;1;0;6000.0;торговля;неполное высшее;2;медицинские услуги;0.0;35000.0;служащий / специалист
6525;ccb206da-0e69-495b-8587-8b59230de108;53;1;1;0;6600.0;армия;среднее специальное;2;ремонт дома или автомобиля;0.0;40000.0;другое
6526;265b8536-e9ed-41b8-b0c1-3f9866e0b9b8;55;1;1;0;6600.0;государственная служба;высшее;1;ежедневные расходы;1.0;35000.0;служащий / специалист
6528;954c4276-e527-41cd-82cc-cd01768e4f04;55;1;1;0;5000.0;;среднее специальное;2;другое;1.0;15000.0;
6529;5b2b1748-ee60-4c4d-8640-6902a6ac6cbb;54;1;1;0;6000.0;армия;высшее;1;другое;1.0;42000.0;другое
6530;a170e20c-bcc4-41e0-bbfe-8fb36503d85f;54;1;1;0;6000.0;сервис и услуги;среднее;1;другое;1.0;50000.0;служащий / специалист
6539;7966f2b5-f265-484b-b7d8-bc40713c2a46;54;1;1;0;3000.0;сервис и услуги;высшее;1;ежедневные расходы;0.0;30000.0;рабочий
6541;a4c07dc1-35bf-4d0e-a567-ef7cdb2608b1;55;1;1;0;4000.0;транспорт;высшее;1;ежедневные расходы;0.0;35000.0;водитель
6544;afc95c3b-091d-429b-85d0-98c3f449106d;53;1;0;0;5000.0;другое;среднее специальное;2;ежедневные расходы;1.0;30000.0;начальник / руководитель
6545;11f52de2-d486-4c97-905c-ed848fca37f7;53;1;0;0;5000.0;другое;среднее специальное;2;ежедневные расходы;1.0;30000.0;начальник / руководитель
6546;2d313cb7-26e2-4782-86f4-038caa3b6dbb;53;1;0;0;5000.0;другое;среднее специальное;2;ежедневные расходы;1.0;30000.0;начальник / руководитель
6547;fc4ad146-d709-4935-82e3-95fd916269ab;54;1;1;0;6600.0;строительство и недвижимость;среднее;1;покупка бытовой техники и электроники;0.0;60000.0;служащий / специалист
6548;f768adf3-f9d4-4da1-8ba3-d4e27ed58bec;55;1;1;0;5000.0;информационные технологии/телекоммуникации;неполное высшее;2;непредвиденные расходы;0.0;35000.0;служащий / специалист
6549;9dd9d2db-bbd5-4abf-80d8-3c2880c37038;55;1;1;0;6000.0;информационные технологии/телекоммуникации;неполное высшее;2;непредвиденные расходы;0.0;35000.0;служащий / специалист
6553;77c0be9c-1e8c-427d-97d6-d7305ad3df7d;55;1;1;0;6000.0;торговля;среднее;2;образование;4.0;30000.0;рабочий
6561;8eeae917-5d50-45c8-9d31-4ec63e1b2622;53;1;0;0;5000.0;сервис и услуги;неполное высшее;2;медицинские услуги;1.0;45000.0;служащий / специалист
6562;45a4b701-a04b-4cf8-8848-14f2e5ef9258;55;1;1;0;5000.0;государственная служба;среднее специальное;1;непредвиденные расходы;4.0;31200.0;служащий / специалист
6568;4fb102a7-7d5d-4008-824b-2cab990079a5;55;1;1;0;3000.0;другое;среднее специальное;1;непредвиденные расходы;1.0;50000.0;рабочий
6569;e9c1bd9f-2dea-42aa-93e2-5be3730b6731;55;1;1;0;6500.0;другое;среднее специальное;1;непредвиденные расходы;1.0;50000.0;рабочий
6570;ef979929-5b98-4479-b945-cfd7d306c071;55;1;1;0;6000.0;другое;среднее специальное;1;непредвиденные расходы;1.0;50000.0;рабочий
6571;3a4b7ac2-dbc7-4c1d-815e-ba1bf4976067;54;1;1;0;6000.0;строительство и недвижимость;среднее специальное;1;ремонт дома или автомобиля;1.0;45000.0;служащий / специалист
6572;742c4931-07b6-4ff0-aa27-60e040386821;54;1;1;0;6000.0;сервис и услуги;среднее;1;медицинские услуги;0.0;50.0;служащий / специалист
6578;c7b169c4-2830-4697-a2a9-45c010b2aedb;48;0;1;0;6000.0;промышленность;среднее специальное;1;непредвиденные расходы;0.0;40000.0;служащий / специалист
6583;83f1922e-d0ee-4d68-a10c-b1027e1d5154;55;1;1;0;6000.0;промышленность;среднее;1;непредвиденные расходы;1.0;50000.0;рабочий
6584;e28e8cf9-905f-4b4a-80f9-c5d6274dbf30;54;1;1;0;5000.0;торговля;среднее;2;непредвиденные расходы;0.0;19000.0;рабочий
6595;a2d30b85-3c25-4197-a804-4eb443106dd9;55;1;1;0;6000.0;другое;среднее специальное;1;бизнес;0.0;35000.0;начальник / руководитель
6597;049353a5-42c2-434a-a5bd-0ab98649451f;55;1;1;0;4000.0;промышленность;среднее специальное;1;непредвиденные расходы;3.0;43000.0;рабочий
6598;fbe3d267-3d13-4448-a00c-787eadbda62a;48;0;1;0;6000.0;торговля;высшее;2;бизнес;1.0;120000.0;руководитель компании
6601;38bb46b8-4bba-4cc8-a8d6-ab51ea8b9509;55;1;1;0;6000.0;строительство и недвижимость;среднее специальное;2;непредвиденные расходы;1.0;20000.0;главный бухгалтер
6602;3a48e24d-aa9a-4460-9c52-783f2a5fbf8c;54;1;1;0;6500.0;промышленность;среднее специальное;2;ремонт дома или автомобиля;1.0;45000.0;рабочий
6603;bd121eb4-b639-4f03-8368-3f227cdd6d39;54;1;1;0;6000.0;финансы, банки, страхование, консалтинг;среднее специальное;2;медицинские услуги;0.0;30000.0;служащий / специалист
6605;706b625d-8fb7-4b1c-9036-02bfca51ac37;55;1;1;0;6000.0;транспорт;неполное высшее;1;ежедневные расходы;0.0;60000.0;водитель
6606;f5b63b82-7de4-4d36-830d-94a023131be3;55;1;1;0;6000.0;промышленность;среднее специальное;2;ремонт дома или автомобиля;1.0;30000.0;рабочий
6613;6378d320-d5c9-4fc0-804f-de9da7144f41;55;1;1;0;3000.0;сервис и услуги;среднее специальное;2;медицинские услуги;4.0;25000.0;рабочий
6614;e0266139-924f-4e2f-b32c-805f1a7b363b;55;1;1;0;4000.0;сервис и услуги;среднее специальное;2;медицинские услуги;4.0;25000.0;рабочий
6615;c9e6fcd7-4923-4a05-a6a8-ab4031cf28a7;54;1;1;0;6000.0;транспорт;среднее;1;ремонт дома или автомобиля;0.0;40000.0;водитель
6617;e3339888-b926-4976-8aa6-55a29be55ff4;55;0;1;0;5000.0;промышленность;среднее специальное;2;непредвиденные расходы;3.0;25000.0;рабочий
6618;811d8ddb-d405-4cd8-90ef-5f82a91de97d;54;1;1;0;5000.0;промышленность;среднее специальное;2;непредвиденные расходы;3.0;25000.0;рабочий
6619;59b9b500-4208-44dd-b657-7d688719a7d8;54;1;1;0;6500.0;сервис и услуги;среднее специальное;1;непредвиденные расходы;0.0;70000.0;служащий / специалист
6620;cac019d3-d624-476f-ad2a-8af85710ecf4;55;1;1;0;6600.0;армия;неполное высшее;1;непредвиденные расходы;0.0;25000.0;рядовой
6626;dc6256ac-e531-42f3-8458-8c3446d6591e;55;1;1;0;3000.0;строительство и недвижимость;среднее специальное;1;покупка бытовой техники и электроники;0.0;70000.0;служащий / специалист
6627;41e6b086-13a4-4130-9e48-0ff9de5f3637;48;0;1;0;6000.0;строительство и недвижимость;среднее специальное;1;покупка бытовой техники и электроники;0.0;70000.0;служащий / специалист
6629;a75fba35-46ac-4b80-b882-bb31f16dbca8;55;1;1;0;3000.0;промышленность;среднее специальное;2;ежедневные расходы;0.0;38000.0;рабочий
6630;311f7984-3776-4613-99d2-1e8a18449131;54;1;1;0;3000.0;промышленность;среднее специальное;2;ежедневные расходы;0.0;38000.0;рабочий
6631;03e84fa3-04e8-415b-bb7f-8b5192170a85;55;1;1;0;3000.0;наука и образование;высшее;2;медицинские услуги;3.0;30000.0;служащий / специалист
6632;a91dbdc2-526c-4b6f-8d5e-381cdfbdb555;55;1;1;0;3000.0;строительство и недвижимость;среднее специальное;1;непредвиденные расходы;0.0;35000.0;рабочий
6634;79b61cf1-aa37-41cd-bed5-848cafc224fa;55;1;1;0;6000.0;промышленность;среднее специальное;1;непредвиденные расходы;4.0;40000.0;рабочий
6635;eb4c04cd-1220-4fb6-989f-f26b540aa039;54;1;1;0;6000.0;промышленность;среднее специальное;1;непредвиденные расходы;4.0;40000.0;рабочий
6640;ebd18ec1-badb-4873-b7b6-3b7276abae9e;54;1;1;0;3000.0;промышленность;среднее;1;непредвиденные расходы;0.0;45000.0;рабочий
6641;a4b66d64-6483-41fa-a51f-92b79c9b659a;54;1;1;0;6000.0;охранная деятельность;среднее специальное;1;ремонт дома или автомобиля;0.0;54000.0;служащий / специалист
6642;c07a2bac-bde3-4839-9143-1b5a0e947449;55;1;1;0;6000.0;транспорт;среднее специальное;1;ремонт дома или автомобиля;0.0;50000.0;рабочий
6643;720dbd80-41f1-4643-b5e1-244e6c090031;55;1;1;0;6000.0;другое;среднее специальное;1;медицинские услуги;0.0;50009.0;начальник / руководитель
6644;88c8080c-c0ab-469f-afac-fa4fa0c8a9f9;53;1;1;0;6000.0;другое;среднее специальное;1;медицинские услуги;0.0;50009.0;начальник / руководитель
6649;f986f7da-fadb-40aa-b665-ff2fbf9158e7;54;1;1;0;6500.0;промышленность;среднее специальное;1;непредвиденные расходы;0.0;55000.0;служащий / специалист
6650;35eb4a7f-af8f-4461-92de-483d9af48b12;53;1;1;0;6000.0;промышленность;высшее;2;ремонт дома или автомобиля;4.0;300000.0;начальник / руководитель
6651;7df877f4-e3b9-427e-8cf7-2ae0b303c35e;55;1;1;0;3000.0;торговля;неполное высшее;2;непредвиденные расходы;4.0;40000.0;начальник / руководитель
6657;a6e0f308-2c4c-48f8-a772-798b8a7ce065;54;1;1;0;6000.0;торговля;неполное высшее;1;подарки;0.0;100000.0;служащий / специалист
6659;df5e6e08-f340-45c3-a74d-2fd57c42610a;54;1;1;0;4500.0;транспорт;среднее специальное;1;медицинские услуги;4.0;25000.0;рабочий
6664;12b341d6-fb21-4bcd-9d77-0b82cbaba4ce;55;1;1;0;6000.0;промышленность;среднее специальное;1;ремонт дома или автомобиля;3.0;45000.0;водитель
6665;2e92f8e6-1a5e-4fc8-99a5-57239ec3f9fb;54;1;1;0;6000.0;культура и искусство;высшее;2;непредвиденные расходы;1.0;31000.0;начальник / руководитель
6687;3acecd29-22ea-47ab-9f33-ec2535d802ce;54;1;1;0;6600.0;торговля;среднее специальное;2;непредвиденные расходы;0.0;6.0;служащий / специалист
6688;cb6ffb6c-3413-4905-b70e-a40fa63baeea;55;1;1;0;3000.0;торговля;среднее;2;медицинские услуги;0.0;35000.0;рабочий
6689;08b623f9-6588-440a-abaa-49228a193001;54;1;1;0;6000.0;торговля;среднее;2;медицинские услуги;0.0;35000.0;рабочий
6690;b71eadaa-b19f-40cf-98f1-d53f57fcfd6e;48;0;1;0;6600.0;сервис и услуги;высшее;2;подарки;2.0;28000.0;рабочий
6691;6b240d10-0941-4f72-8275-a9764009ea82;55;1;1;0;6000.0;торговля;среднее специальное;2;непредвиденные расходы;0.0;35000.0;служащий / специалист
6692;986a9a6a-dbb8-4179-a6db-c4d30d26901a;55;1;1;0;6000.0;торговля;среднее специальное;2;непредвиденные расходы;0.0;35000.0;служащий / специалист
6712;9a2e26ba-7ebc-4046-b13d-440ed48257d6;54;1;1;0;6000.0;;среднее специальное;1;образование;0.0;45000.0;
6713;78a23397-7168-4d24-b666-2f4b7e3460f2;53;1;0;0;6000.0;армия;неполное высшее;1;ежедневные расходы;0.0;30.0;рядовой
6721;4e5bf394-924c-41f5-acd6-a411633fa31d;55;1;1;0;6000.0;медицина;высшее;2;бизнес;1.0;60000.0;заведующий отделением
6722;6e57d7cd-e805-45e0-a238-aa36b439ff6a;55;1;1;0;6500.0;медицина;высшее;2;бизнес;1.0;60000.0;заведующий отделением
6723;4fa5776d-a14a-4bb3-9b19-67c16a1be675;55;1;1;0;6000.0;медицина;высшее;2;бизнес;1.0;60000.0;заведующий отделением
6726;7f54554a-5222-4a00-9586-057b1c41a16b;55;1;1;0;6000.0;торговля;неполное среднее;2;медицинские услуги;0.0;25.0;служащий / специалист
6727;817a4032-0173-4aae-bb82-9f57291155bc;54;1;1;0;6000.0;другое;среднее специальное;2;другое;4.0;35000.0;рабочий
6728;1aabd6af-c50d-4a23-943e-52fae9205882;55;1;1;0;6600.0;другое;среднее специальное;2;другое;4.0;35000.0;рабочий
6736;7e55bd4b-4cd5-40ef-b1db-c2bff15ae541;54;1;1;0;5000.0;торговля;среднее специальное;2;другое;1.0;20000.0;рабочий
6737;46fbe361-f585-407f-9da2-ca571da9156f;54;1;1;0;6000.0;строительство и недвижимость;среднее;1;непредвиденные расходы;3.0;50000.0;служащий / специалист
6739;4a441cf7-4653-4058-a2ea-e61e59618b8d;55;1;1;0;6000.0;торговля;высшее;1;ремонт дома или автомобиля;1.0;90000.0;начальник / руководитель
6742;d97bc1fc-0ffd-46d9-aadf-dceaff21b078;55;1;1;0;11000.0;промышленность;среднее специальное;1;непредвиденные расходы;0.0;50000.0;рабочий
6747;1135067e-fe07-48b9-8334-13248a2578ff;55;1;1;0;6000.0;строительство и недвижимость;среднее;1;непредвиденные расходы;4.0;45000.0;рабочий
6748;cc28dced-4dc6-4c09-be77-27f2da2eefb4;55;1;1;0;3000.0;строительство и недвижимость;среднее;1;непредвиденные расходы;4.0;45000.0;рабочий
6749;b52d855f-5834-45b6-b7e7-dfa26ff17770;55;1;1;0;4000.0;строительство и недвижимость;среднее;1;непредвиденные расходы;4.0;45000.0;рабочий
6750;9fe876c8-c6ff-4b1c-b092-bb12603e90b4;55;1;1;0;6000.0;строительство и недвижимость;среднее;1;непредвиденные расходы;4.0;45000.0;рабочий
6751;788152af-1157-429f-8c5e-bbcc89951060;55;1;1;0;6000.0;строительство и недвижимость;среднее;1;непредвиденные расходы;4.0;45000.0;рабочий
6761;1e00613e-b5d5-4e74-bd62-c39847597e8b;55;1;1;0;6000.0;информационные технологии/телекоммуникации;неполное высшее;2;медицинские услуги;0.0;80000.0;начальник / руководитель
6767;35253c33-707a-4e50-ba0d-26aa2e64ad6d;54;1;1;0;6000.0;финансы, банки, страхование, консалтинг;высшее;2;ремонт дома или автомобиля;0.0;52000.0;начальник / руководитель
6768;8da6afe1-ea59-46ce-a4c3-6e24b1314198;48;0;1;0;6600.0;другое;высшее;1;медицинские услуги;4.0;100000.0;начальник / руководитель
6777;b89b8dee-d81f-4c83-97ca-a262e2521a14;55;1;1;0;6000.0;сервис и услуги;среднее специальное;2;другое;1.0;30000.0;служащий / специалист
6778;ab1b489e-f10b-415d-ae1a-6dccbeb39898;53;1;1;0;5000.0;сервис и услуги;среднее специальное;1;ремонт дома или автомобиля;0.0;30000.0;рабочий
6779;bb4a84fc-702d-4b19-94a8-c8a529aaeb25;54;1;1;0;6600.0;транспорт;среднее;1;непредвиденные расходы;0.0;38000.0;водитель
6780;e6af7d24-d42d-4f60-a70f-51a9674d103a;55;1;1;0;6000.0;торговля;среднее;1;медицинские услуги;0.0;40000.0;рабочий
6785;1b109399-191e-4724-902d-5224c8bd8624;55;1;1;0;6600.0;сервис и услуги;среднее специальное;1;ремонт дома или автомобиля;0.0;50000.0;начальник / руководитель
6788;1305ce62-d5c2-4d97-8b3d-d66f92cf97eb;55;1;1;0;6000.0;государственная служба;высшее;2;образование;3.0;65000.0;служащий / специалист
6789;34153f7a-7ddb-40ef-8146-31222a46b15c;55;1;1;0;6000.0;строительство и недвижимость;высшее;2;непредвиденные расходы;1.0;55000.0;служащий / специалист
6791;0f1917dc-416f-477c-a415-08c0c831915e;55;1;1;0;6000.0;финансы, банки, страхование, консалтинг;высшее;2;подарки;3.0;45000.0;начальник / руководитель
6792;b2f25616-bd79-4077-a413-700365f776d1;54;1;1;0;6000.0;строительство и недвижимость;среднее специальное;1;ремонт дома или автомобиля;0.0;45000.0;рабочий
6796;37480c7e-c764-4461-ae88-7d5e102ed49c;55;1;1;0;3000.0;;среднее специальное;1;медицинские услуги;3.0;19200.0;
6798;406c55ed-d213-40cc-b173-9df18285460f;55;1;1;0;6600.0;медицина;неполное высшее;2;путешествия, отдых;3.0;50000.0;другое
6804;2d7ffd41-37c8-4418-961d-da4ad5a78f24;55;1;1;0;4000.0;торговля;среднее специальное;1;ремонт дома или автомобиля;1.0;40000.0;служащий / специалист
6807;a2cfebba-54d6-42b9-b6fb-3c926d94aab9;48;0;1;0;6000.0;строительство и недвижимость;среднее специальное;1;подарки;1.0;75000.0;служащий / специалист
6816;e82fd13f-3efe-4bc8-9e9d-77606efbbd64;55;1;1;0;6000.0;;среднее специальное;2;медицинские услуги;1.0;23000.0;
6817;3eddf8fd-ad22-45be-87ef-cad6c5e19e2d;55;1;1;0;3000.0;;среднее специальное;2;медицинские услуги;1.0;23000.0;
6818;c2cda8cc-2d87-4c1d-9917-b5b753c05954;55;1;1;0;3000.0;;среднее специальное;2;медицинские услуги;1.0;23000.0;
6819;f7320df6-d85b-48a5-a5d5-7a50fd8fd2c6;55;1;1;0;3000.0;;среднее специальное;2;медицинские услуги;1.0;23000.0;
6820;a3b51f25-8d8d-4a41-bf11-96c31e4d8c2a;55;1;1;0;4000.0;;среднее специальное;2;медицинские услуги;1.0;23000.0;
6821;abb855c7-fa04-4915-9d8b-cc8f57e60328;59;1;1;0;4000.0;;среднее специальное;2;медицинские услуги;1.0;23000.0;
6822;a25815e8-2b70-4a2a-885e-891ac54529f8;55;1;1;0;3000.0;;среднее специальное;2;медицинские услуги;1.0;23000.0;
6823;80f5c0d5-88b5-4a3e-80dc-e61f7539f9c6;55;1;1;0;3000.0;;среднее специальное;2;медицинские услуги;1.0;23000.0;
6824;78a0ac7a-18e3-4d60-b6b0-eb942c52061d;55;1;1;0;3000.0;;среднее специальное;2;медицинские услуги;1.0;23000.0;
6825;604dddeb-204f-4554-9836-73fc7de86ed8;55;1;1;0;3000.0;;среднее специальное;2;медицинские услуги;1.0;23000.0;
6826;63fbc625-a33a-48d1-9868-13626e6468d9;55;1;1;0;3000.0;;среднее специальное;2;медицинские услуги;1.0;23000.0;
6827;ef4f2d1e-d024-4236-850d-4307a3267f2f;55;1;1;0;3000.0;;среднее специальное;2;медицинские услуги;1.0;23000.0;
6828;796902ac-9c84-4ad3-8377-a5ebe5d48d26;55;1;1;0;3000.0;;среднее специальное;2;медицинские услуги;1.0;23000.0;
6829;d7fb9d6a-6e8f-49f4-a57a-da803e691e93;55;1;1;0;5000.0;;среднее специальное;2;медицинские услуги;1.0;23000.0;
6830;ddbb33ee-fcd9-42c9-9518-3fa78a9dfb09;55;1;1;0;6000.0;;среднее специальное;2;медицинские услуги;1.0;23000.0;
6831;9c73f37d-42be-4517-82eb-9f9c13ce8110;55;1;1;0;6600.0;;среднее специальное;2;медицинские услуги;1.0;23000.0;
6832;349b861e-5c01-4617-943a-165c285bfe69;55;1;1;0;3000.0;;среднее специальное;2;медицинские услуги;1.0;23000.0;
6836;f803b782-4d89-4435-ba59-112d264fed7d;55;1;1;0;4000.0;торговля;среднее специальное;2;медицинские услуги;4.0;34000.0;служащий / специалист
6849;cc3f95c3-9a01-483c-8149-94ac19fbb154;55;1;1;0;5000.0;медицина;неполное высшее;1;медицинские услуги;0.0;40000.0;медсестра/медбрат
6850;979e94f4-b209-4534-afaf-d2c0d3cebef8;55;1;1;0;6000.0;медицина;неполное высшее;1;медицинские услуги;0.0;40000.0;медсестра/медбрат
6852;936b3d7f-8298-4a2f-8182-e8503a03f5a0;55;1;1;0;6000.0;медицина;неполное высшее;1;медицинские услуги;0.0;40000.0;медсестра/медбрат
6854;b24d4817-434f-4285-8ab0-2652a58c3af6;55;1;1;0;3000.0;медицина;неполное высшее;1;медицинские услуги;0.0;40000.0;медсестра/медбрат
6855;b7fd8e92-ca77-4998-9203-a045caceee98;55;1;1;0;6000.0;медицина;неполное высшее;1;медицинские услуги;0.0;40000.0;медсестра/медбрат
6868;df0db61d-b23d-4385-8dbb-d348f56e6115;54;1;1;0;4000.0;другое;среднее специальное;2;непредвиденные расходы;3.0;18000.0;рабочий
6869;e4684843-4fd8-49a7-be45-4e0e97408feb;54;1;1;0;6000.0;медицина;среднее специальное;2;подарки;0.0;37000.0;медсестра/медбрат
6876;ae1a2b8e-87e9-488a-9153-ad6d4d4b7347;54;1;1;0;3000.0;государственная служба;среднее;1;медицинские услуги;0.0;30000.0;служащий / специалист
6885;5dd57551-32ec-466b-b380-7c158cdfd362;55;1;1;0;6500.0;армия;среднее специальное;1;непредвиденные расходы;3.0;57000.0;рядовой
6886;4799d5c7-1cbf-4f04-aa8f-7fd9967ce4de;54;1;1;0;6000.0;;высшее;2;покупка бытовой техники и электроники;3.0;18000.0;
6887;261239ac-6cfd-454e-8147-760b0e0ec27a;55;1;1;0;6000.0;государственная служба;высшее;1;непредвиденные расходы;1.0;50000.0;начальник / руководитель
